Order 0	number of articles 13
0	Aisle 3	Location 24
1	Aisle 1	Location 17
2	Aisle 10	Location 37
3	Aisle 5	Location 39
4	Aisle 18	Location 9
5	Aisle 16	Location 29
6	Aisle 0	Location 20
7	Aisle 3	Location 38
8	Aisle 7	Location 31
9	Aisle 3	Location 25
10	Aisle 10	Location 6
11	Aisle 11	Location 41
12	Aisle 12	Location 32
Order 1	number of articles 22
0	Aisle 18	Location 19
1	Aisle 16	Location 7
2	Aisle 4	Location 27
3	Aisle 0	Location 32
4	Aisle 13	Location 21
5	Aisle 0	Location 24
6	Aisle 5	Location 44
7	Aisle 5	Location 43
8	Aisle 15	Location 9
9	Aisle 13	Location 14
10	Aisle 18	Location 22
11	Aisle 15	Location 25
12	Aisle 6	Location 13
13	Aisle 10	Location 10
14	Aisle 10	Location 43
15	Aisle 18	Location 4
16	Aisle 18	Location 42
17	Aisle 0	Location 0
18	Aisle 4	Location 5
19	Aisle 2	Location 3
20	Aisle 13	Location 20
21	Aisle 15	Location 27
Order 2	number of articles 13
0	Aisle 7	Location 10
1	Aisle 5	Location 31
2	Aisle 15	Location 10
3	Aisle 8	Location 28
4	Aisle 6	Location 20
5	Aisle 19	Location 7
6	Aisle 13	Location 17
7	Aisle 11	Location 30
8	Aisle 4	Location 40
9	Aisle 2	Location 2
10	Aisle 10	Location 5
11	Aisle 5	Location 0
12	Aisle 4	Location 21
Order 3	number of articles 7
0	Aisle 14	Location 40
1	Aisle 1	Location 17
2	Aisle 18	Location 40
3	Aisle 5	Location 14
4	Aisle 18	Location 41
5	Aisle 15	Location 40
6	Aisle 9	Location 27
Order 4	number of articles 11
0	Aisle 3	Location 29
1	Aisle 17	Location 5
2	Aisle 15	Location 39
3	Aisle 1	Location 16
4	Aisle 16	Location 14
5	Aisle 7	Location 32
6	Aisle 2	Location 27
7	Aisle 6	Location 0
8	Aisle 0	Location 29
9	Aisle 1	Location 37
10	Aisle 0	Location 5
Order 5	number of articles 16
0	Aisle 1	Location 36
1	Aisle 18	Location 24
2	Aisle 0	Location 40
3	Aisle 19	Location 6
4	Aisle 2	Location 6
5	Aisle 0	Location 31
6	Aisle 2	Location 9
7	Aisle 12	Location 19
8	Aisle 16	Location 25
9	Aisle 8	Location 0
10	Aisle 6	Location 25
11	Aisle 12	Location 29
12	Aisle 17	Location 23
13	Aisle 14	Location 21
14	Aisle 9	Location 41
15	Aisle 0	Location 39
Order 6	number of articles 17
0	Aisle 3	Location 32
1	Aisle 17	Location 4
2	Aisle 2	Location 33
3	Aisle 6	Location 11
4	Aisle 8	Location 31
5	Aisle 0	Location 30
6	Aisle 19	Location 9
7	Aisle 7	Location 26
8	Aisle 4	Location 9
9	Aisle 10	Location 20
10	Aisle 3	Location 35
11	Aisle 3	Location 6
12	Aisle 17	Location 11
13	Aisle 10	Location 25
14	Aisle 9	Location 11
15	Aisle 5	Location 24
16	Aisle 2	Location 22
Order 7	number of articles 16
0	Aisle 4	Location 38
1	Aisle 7	Location 39
2	Aisle 13	Location 1
3	Aisle 4	Location 18
4	Aisle 18	Location 24
5	Aisle 5	Location 43
6	Aisle 19	Location 25
7	Aisle 7	Location 14
8	Aisle 10	Location 32
9	Aisle 11	Location 22
10	Aisle 3	Location 33
11	Aisle 7	Location 11
12	Aisle 8	Location 30
13	Aisle 15	Location 23
14	Aisle 18	Location 21
15	Aisle 3	Location 43
Order 8	number of articles 19
0	Aisle 7	Location 26
1	Aisle 7	Location 30
2	Aisle 17	Location 24
3	Aisle 18	Location 40
4	Aisle 10	Location 32
5	Aisle 17	Location 15
6	Aisle 9	Location 36
7	Aisle 19	Location 41
8	Aisle 1	Location 14
9	Aisle 2	Location 33
10	Aisle 12	Location 4
11	Aisle 15	Location 40
12	Aisle 18	Location 9
13	Aisle 7	Location 21
14	Aisle 15	Location 42
15	Aisle 19	Location 22
16	Aisle 17	Location 30
17	Aisle 12	Location 6
18	Aisle 16	Location 29
Order 9	number of articles 13
0	Aisle 17	Location 26
1	Aisle 16	Location 15
2	Aisle 12	Location 15
3	Aisle 15	Location 7
4	Aisle 10	Location 8
5	Aisle 10	Location 11
6	Aisle 5	Location 23
7	Aisle 11	Location 39
8	Aisle 2	Location 12
9	Aisle 14	Location 28
10	Aisle 5	Location 18
11	Aisle 6	Location 19
12	Aisle 8	Location 20
Order 10	number of articles 19
0	Aisle 17	Location 16
1	Aisle 18	Location 41
2	Aisle 13	Location 16
3	Aisle 10	Location 15
4	Aisle 9	Location 14
5	Aisle 19	Location 41
6	Aisle 14	Location 25
