Order 0	number of articles 8
0	Aisle 9	Location 14
1	Aisle 8	Location 29
2	Aisle 8	Location 22
3	Aisle 2	Location 41
4	Aisle 1	Location 33
5	Aisle 17	Location 41
6	Aisle 19	Location 34
7	Aisle 6	Location 23
Order 1	number of articles 21
0	Aisle 4	Location 19
1	Aisle 18	Location 9
2	Aisle 1	Location 40
3	Aisle 3	Location 29
4	Aisle 7	Location 4
5	Aisle 4	Location 26
6	Aisle 2	Location 29
7	Aisle 7	Location 44
8	Aisle 18	Location 11
9	Aisle 5	Location 16
10	Aisle 15	Location 40
11	Aisle 0	Location 15
12	Aisle 17	Location 28
13	Aisle 19	Location 6
14	Aisle 11	Location 21
15	Aisle 14	Location 26
16	Aisle 19	Location 8
17	Aisle 14	Location 2
18	Aisle 3	Location 7
19	Aisle 11	Location 26
20	Aisle 6	Location 5
Order 2	number of articles 7
0	Aisle 11	Location 3
1	Aisle 1	Location 44
2	Aisle 7	Location 43
3	Aisle 12	Location 24
4	Aisle 12	Location 16
5	Aisle 7	Location 1
6	Aisle 6	Location 4
Order 3	number of articles 13
0	Aisle 8	Location 32
1	Aisle 4	Location 9
2	Aisle 15	Location 40
3	Aisle 16	Location 11
4	Aisle 5	Location 2
5	Aisle 6	Location 35
6	Aisle 9	Location 16
7	Aisle 10	Location 42
8	Aisle 16	Location 2
9	Aisle 6	Location 33
10	Aisle 19	Location 39
11	Aisle 4	Location 41
12	Aisle 9	Location 41
Order 4	number of articles 20
0	Aisle 1	Location 26
1	Aisle 13	Location 11
2	Aisle 8	Location 24
3	Aisle 4	Location 5
4	Aisle 3	Location 15
5	Aisle 11	Location 34
6	Aisle 8	Location 16
7	Aisle 12	Location 31
8	Aisle 9	Location 36
9	Aisle 13	Location 44
10	Aisle 8	Location 36
11	Aisle 8	Location 1
12	Aisle 0	Location 21
13	Aisle 4	Location 37
14	Aisle 5	Location 9
15	Aisle 17	Location 16
16	Aisle 14	Location 37
17	Aisle 5	Location 22
18	Aisle 10	Location 2
19	Aisle 7	Location 18
Order 5	number of articles 21
0	Aisle 15	Location 16
1	Aisle 12	Location 7
2	Aisle 8	Location 30
3	Aisle 1	Location 37
4	Aisle 15	Location 42
5	Aisle 8	Location 37
6	Aisle 15	Location 36
7	Aisle 18	Location 19
8	Aisle 12	Location 20
9	Aisle 10	Location 13
10	Aisle 5	Location 38
11	Aisle 7	Location 18
12	Aisle 16	Location 25
13	Aisle 18	Location 0
14	Aisle 12	Location 40
15	Aisle 12	Location 8
16	Aisle 7	Location 36
17	Aisle 6	Location 10
18	Aisle 10	Location 19
19	Aisle 11	Location 13
20	Aisle 1	Location 19
Order 6	number of articles 8
0	Aisle 4	Location 25
1	Aisle 8	Location 15
2	Aisle 9	Location 19
3	Aisle 3	Location 20
4	Aisle 9	Location 44
5	Aisle 18	Location 16
6	Aisle 4	Location 39
7	Aisle 1	Location 38
Order 7	number of articles 8
0	Aisle 1	Location 12
1	Aisle 6	Location 1
2	Aisle 17	Location 21
3	Aisle 4	Location 15
4	Aisle 12	Location 17
5	Aisle 2	Location 43
6	Aisle 16	Location 4
7	Aisle 13	Location 44
Order 8	number of articles 19
0	Aisle 15	Location 19
1	Aisle 4	Location 18
2	Aisle 0	Location 30
3	Aisle 18	Location 9
4	Aisle 19	Location 15
5	Aisle 4	Location 33
6	Aisle 7	Location 6
7	Aisle 15	Location 39
8	Aisle 8	Location 8
9	Aisle 2	Location 26
10	Aisle 8	Location 36
11	Aisle 1	Location 31
12	Aisle 19	Location 23
13	Aisle 17	Location 5
14	Aisle 6	Location 26
15	Aisle 12	Location 42
16	Aisle 0	Location 12
17	Aisle 12	Location 28
18	Aisle 0	Location 14
Order 9	number of articles 11
0	Aisle 2	Location 9
1	Aisle 1	Location 39
2	Aisle 8	Location 21
3	Aisle 14	Location 43
4	Aisle 1	Location 41
5	Aisle 15	Location 14
6	Aisle 12	Location 22
7	Aisle 1	Location 32
8	Aisle 16	Location 0
9	Aisle 5	Location 17
10	Aisle 6	Location 35
Order 10	number of articles 18
0	Aisle 15	Location 44
1	Aisle 14	Location 27
2	Aisle 3	Location 17
3	Aisle 2	Location 13
4	Aisle 4	Location 4
5	Aisle 7	Location 41
6	Aisle 18	Location 7
7	Aisle 14	Location 31
8	Aisle 3	Location 23
9	Aisle 15	Location 19
10	Aisle 5	Location 2
11	Aisle 6	Location 16
12	Aisle 10	Location 8
13	Aisle 11	Location 43
14	Aisle 4	Location 20
15	Aisle 17	Location 14
16	Aisle 6	Location 6
17	Aisle 13	Location 20
Order 11	number of articles 10
0	Aisle 15	Location 42
1	Aisle 8	Location 11
2	Aisle 9	Location 22
3	Aisle 9	Location 21
4	Aisle 3	Location 34
5	Aisle 13	Location 43
6	Aisle 5	Location 13
7	Aisle 9	Location 19
8	Aisle 4	Location 35
9	Aisle 19	Location 6
Order 12	number of articles 12
0	Aisle 3	Location 21
1	Aisle 13	Location 38
2	Aisle 11	Location 40
3	Aisle 9	Location 5
4	Aisle 18	Location 26
5	Aisle 7	Location 31
6	Aisle 14	Location 30
7	Aisle 1	Location 14
8	Aisle 19	Location 2
9	Aisle 11	Location 42
10	Aisle 12	Location 5
11	Aisle 2	Location 18
Order 13	number of articles 23
0	Aisle 13	Location 29
1	Aisle 19	Location 34
2	Aisle 8	Location 31
3	Aisle 2	Location 9
4	Aisle 6	Location 10
5	Aisle 0	Location 29
6	Aisle 6	Location 27
7	Aisle 16	Location 7
8	Aisle 0	Location 18
9	Aisle 0	Location 31
10	Aisle 6	Location 37
11	Aisle 16	Location 24
12	Aisle 17	Location 24
13	Aisle 7	Location 3
14	Aisle 17	Location 30
15	Aisle 12	Location 29
16	Aisle 10	Location 34
17	Aisle 19	Location 27
18	Aisle 11	Location 30
19	Aisle 11	Location 10
20	Aisle 11	Location 14
21	Aisle 12	Location 28
22	Aisle 16	Location 18
Order 14	number of articles 6
0	Aisle 15	Location 15
