Order 0	number of articles 17
0	Aisle 6	Location 29
1	Aisle 13	Location 17
2	Aisle 1	Location 1
3	Aisle 1	Location 35
4	Aisle 15	Location 10
5	Aisle 6	Location 20
6	Aisle 15	Location 25
7	Aisle 13	Location 6
8	Aisle 12	Location 18
9	Aisle 16	Location 38
10	Aisle 16	Location 20
11	Aisle 17	Location 17
12	Aisle 17	Location 36
13	Aisle 16	Location 13
14	Aisle 6	Location 15
15	Aisle 4	Location 33
16	Aisle 12	Location 31
Order 1	number of articles 13
0	Aisle 13	Location 16
1	Aisle 8	Location 12
2	Aisle 4	Location 29
3	Aisle 6	Location 0
4	Aisle 5	Location 20
5	Aisle 6	Location 2
6	Aisle 18	Location 38
7	Aisle 13	Location 32
8	Aisle 8	Location 25
9	Aisle 3	Location 23
10	Aisle 18	Location 28
11	Aisle 9	Location 19
12	Aisle 11	Location 41
Order 2	number of articles 18
0	Aisle 8	Location 13
1	Aisle 7	Location 25
2	Aisle 19	Location 2
3	Aisle 4	Location 8
4	Aisle 7	Location 1
5	Aisle 3	Location 8
6	Aisle 4	Location 30
7	Aisle 11	Location 23
8	Aisle 0	Location 27
9	Aisle 3	Location 39
10	Aisle 9	Location 1
11	Aisle 3	Location 36
12	Aisle 14	Location 27
13	Aisle 7	Location 13
14	Aisle 6	Location 30
15	Aisle 11	Location 0
16	Aisle 6	Location 33
17	Aisle 18	Location 12
Order 3	number of articles 23
0	Aisle 17	Location 16
1	Aisle 0	Location 39
2	Aisle 15	Location 31
3	Aisle 0	Location 10
4	Aisle 3	Location 32
5	Aisle 8	Location 41
6	Aisle 10	Location 16
7	Aisle 8	Location 0
8	Aisle 6	Location 3
9	Aisle 6	Location 8
10	Aisle 16	Location 38
11	Aisle 8	Location 31
12	Aisle 4	Location 44
13	Aisle 9	Location 42
14	Aisle 12	Location 13
15	Aisle 14	Location 4
16	Aisle 16	Location 23
17	Aisle 6	Location 18
18	Aisle 8	Location 9
19	Aisle 6	Location 29
20	Aisle 16	Location 37
21	Aisle 7	Location 1
22	Aisle 13	Location 23
Order 4	number of articles 21
0	Aisle 8	Location 12
1	Aisle 6	Location 41
2	Aisle 0	Location 3
3	Aisle 14	Location 9
4	Aisle 6	Location 2
5	Aisle 0	Location 21
6	Aisle 11	Location 8
7	Aisle 18	Location 44
8	Aisle 4	Location 15
9	Aisle 3	Location 22
10	Aisle 1	Location 1
11	Aisle 6	Location 3
12	Aisle 12	Location 37
13	Aisle 19	Location 11
14	Aisle 8	Location 26
15	Aisle 15	Location 17
16	Aisle 5	Location 5
17	Aisle 4	Location 4
18	Aisle 16	Location 44
19	Aisle 1	Location 11
20	Aisle 12	Location 41
Order 5	number of articles 22
0	Aisle 1	Location 0
1	Aisle 10	Location 7
2	Aisle 11	Location 34
3	Aisle 15	Location 32
4	Aisle 2	Location 8
5	Aisle 19	Location 7
6	Aisle 5	Location 31
7	Aisle 0	Location 23
8	Aisle 18	Location 23
9	Aisle 12	Location 35
10	Aisle 13	Location 16
11	Aisle 2	Location 16
12	Aisle 4	Location 31
13	Aisle 8	Location 26
14	Aisle 12	Location 9
15	Aisle 17	Location 6
16	Aisle 19	Location 18
17	Aisle 0	Location 40
18	Aisle 16	Location 31
19	Aisle 12	Location 39
20	Aisle 10	Location 37
21	Aisle 0	Location 33
Order 6	number of articles 9
0	Aisle 14	Location 33
1	Aisle 16	Location 36
2	Aisle 0	Location 40
3	Aisle 0	Location 2
4	Aisle 19	Location 28
5	Aisle 15	Location 35
6	Aisle 11	Location 10
7	Aisle 14	Location 3
8	Aisle 2	Location 39
Order 7	number of articles 20
0	Aisle 15	Location 6
1	Aisle 12	Location 25
2	Aisle 14	Location 13
3	Aisle 5	Location 26
4	Aisle 0	Location 8
5	Aisle 12	Location 42
6	Aisle 0	Location 39
7	Aisle 10	Location 10
8	Aisle 11	Location 30
9	Aisle 13	Location 2
10	Aisle 5	Location 42
11	Aisle 1	Location 19
12	Aisle 4	Location 11
13	Aisle 18	Location 3
14	Aisle 7	Location 43
15	Aisle 9	Location 5
16	Aisle 15	Location 36
17	Aisle 3	Location 9
18	Aisle 18	Location 14
19	Aisle 4	Location 24
Order 8	number of articles 17
0	Aisle 15	Location 32
1	Aisle 1	Location 40
2	Aisle 17	Location 33
3	Aisle 10	Location 43
4	Aisle 2	Location 34
5	Aisle 19	Location 15
6	Aisle 2	Location 41
7	Aisle 9	Location 13
8	Aisle 17	Location 38
9	Aisle 8	Location 35
10	Aisle 17	Location 26
11	Aisle 6	Location 18
12	Aisle 1	Location 26
13	Aisle 8	Location 11
14	Aisle 8	Location 5
15	Aisle 4	Location 42
16	Aisle 5	Location 17
Order 9	number of articles 17
0	Aisle 2	Location 41
1	Aisle 19	Location 10
2	Aisle 3	Location 10
3	Aisle 15	Location 35
4	Aisle 16	Location 44
5	Aisle 6	Location 18
6	Aisle 1	Location 10
7	Aisle 16	Location 34
8	Aisle 7	Location 37
9	Aisle 7	Location 36
10	Aisle 15	Location 0
11	Aisle 14	Location 36
12	Aisle 14	Location 18
13	Aisle 3	Location 30
14	Aisle 14	Location 6
15	Aisle 1	Location 18
16	Aisle 9	Location 31
Order 10	number of articles 9
0	Aisle 7	Location 41
1	Aisle 10	Location 33
2	Aisle 7	Location 23
3	Aisle 0	Location 15
4	Aisle 9	Location 10
5	Aisle 7	Location 19
6	Aisle 9	Location 37
7	Aisle 16	Location 13
8	Aisle 14	Location 4
Order 11	number of articles 19
0	Aisle 9	Location 33
1	Aisle 1	Location 29
2	Aisle 1	Location 13
3	Aisle 1	Location 31
4	Aisle 7	Location 16
5	Aisle 15	Location 20
6	Aisle 8	Location 41
7	Aisle 4	Location 38
8	Aisle 15	Location 25
9	Aisle 2	Location 7
10	Aisle 7	Location 33
11	Aisle 10	Location 22
12	Aisle 17	Location 26
13	Aisle 6	Location 19
14	Aisle 18	Location 42
15	Aisle 2	Location 33
16	Aisle 13	Location 9
17	Aisle 0	Location 20
18	Aisle 3	Location 37
Order 12	number of articles 22
0	Aisle 3	Location 24
1	Aisle 1	Location 11
2	Aisle 1	Location 10
3	Aisle 14	Location 9
4	Aisle 18	Location 31
5	Aisle 2	Location 22
6	Aisle 10	Location 6
7	Aisle 3	Location 16
8	Aisle 3	Location 39
9	Aisle 19	Location 19
10	Aisle 14	Location 33
11	Aisle 17	Location 23
12	Aisle 4	Location 27
13	Aisle 17	Location 27
14	Aisle 4	Location 2
15	Aisle 15	Location 43
16	Aisle 12	Location 4
17	Aisle 1	Location 4
18	Aisle 8	Location 4
19	Aisle 12	Location 13
20	Aisle 7	Location 22
21	Aisle 0	Location 16
Order 13	number of articles 23
0	Aisle 4	Location 42
1	Aisle 8	Location 41
2	Aisle 3	Location 6
3	Aisle 9	Location 13
4	Aisle 19	Location 2
5	Aisle 4	Location 12
6	Aisle 2	Location 37
7	Aisle 11	Location 41
8	Aisle 3	Location 38
9	Aisle 13	Location 36
10	Aisle 15	Location 4
11	Aisle 5	Location 22
12	Aisle 1	Location 24
13	Aisle 17	Location 37
14	Aisle 17	Location 0
15	Aisle 16	Location 36
16	Aisle 2	Location 11
17	Aisle 18	Location 20
18	Aisle 4	Location 3
19	Aisle 15	Location 22
20	Aisle 17	Location 39
21	Aisle 17	Location 17
22	Aisle 6	Location 31
Order 14	number of articles 10
0	Aisle 13	Location 28
1	Aisle 5	Location 30
2	Aisle 9	Location 24
3	Aisle 15	Location 27
4	Aisle 18	Location 41
5	Aisle 5	Location 26
6	Aisle 17	Location 18
7	Aisle 19	Location 10
8	Aisle 1	Location 25
9	Aisle 2	Location 10
Order 15	number of articles 8
0	Aisle 13	Location 23
1	Aisle 15	Location 0
2	Aisle 16	Location 43
3	Aisle 15	Location 35
4	Aisle 6	Location 28
5	Aisle 13	Location 31
6	Aisle 18	Location 14
7	Aisle 14	Location 29
Order 16	number of articles 19
0	Aisle 0	Location 23
1	Aisle 8	Location 38
2	Aisle 6	Location 6
3	Aisle 1	Location 18
4	Aisle 10	Location 31
5	Aisle 16	Location 41
6	Aisle 9	Location 1
7	Aisle 6	Location 37
8	Aisle 7	Location 37
9	Aisle 8	Location 21
10	Aisle 18	Location 32
11	Aisle 15	Location 5
12	Aisle 0	Location 26
13	Aisle 14	Location 2
14	Aisle 15	Location 26
15	Aisle 7	Location 29
16	Aisle 18	Location 4
17	Aisle 19	Location 4
18	Aisle 16	Location 31
Order 17	number of articles 22
0	Aisle 5	Location 27
1	Aisle 15	Location 20
2	Aisle 9	Location 15
3	Aisle 11	Location 38
4	Aisle 6	Location 30
5	Aisle 12	Location 29
6	Aisle 18	Location 37
7	Aisle 18	Location 11
8	Aisle 17	Location 36
9	Aisle 8	Location 32
10	Aisle 15	Location 23
11	Aisle 1	Location 12
12	Aisle 8	Location 39
13	Aisle 5	Location 40
14	Aisle 14	Location 33
15	Aisle 5	Location 19
16	Aisle 10	Location 44
17	Aisle 17	Location 5
18	Aisle 18	Location 7
19	Aisle 8	Location 13
20	Aisle 13	Location 8
21	Aisle 3	Location 20
Order 18	number of articles 21
0	Aisle 3	Location 4
1	Aisle 10	Location 3
2	Aisle 13	Location 24
3	Aisle 7	Location 37
4	Aisle 15	Location 38
5	Aisle 17	Location 31
6	Aisle 6	Location 38
7	Aisle 12	Location 24
8	Aisle 8	Location 22
9	Aisle 2	Location 3
10	Aisle 19	Location 1
11	Aisle 6	Location 18
12	Aisle 3	Location 31
13	Aisle 12	Location 40
14	Aisle 7	Location 16
15	Aisle 19	Location 11
16	Aisle 8	Location 30
17	Aisle 5	Location 15
18	Aisle 10	Location 9
19	Aisle 10	Location 44
20	Aisle 7	Location 24
Order 19	number of articles 12
0	Aisle 18	Location 39
1	Aisle 14	Location 36
2	Aisle 7	Location 39
3	Aisle 15	Location 3
4	Aisle 6	Location 21
5	Aisle 18	Location 3
6	Aisle 7	Location 43
7	Aisle 15	Location 30
8	Aisle 7	Location 36
9	Aisle 6	Location 3
10	Aisle 19	Location 9
11	Aisle 13	Location 19
Order 20	number of articles 7
0	Aisle 11	Location 14
1	Aisle 8	Location 30
2	Aisle 5	Location 25
3	Aisle 11	Location 34
4	Aisle 8	Location 15
5	Aisle 11	Location 11
6	Aisle 2	Location 35
Order 21	number of articles 18
0	Aisle 4	Location 19
1	Aisle 16	Location 25
2	Aisle 0	Location 8
3	Aisle 4	Location 16
4	Aisle 0	Location 18
5	Aisle 14	Location 16
6	Aisle 0	Location 33
7	Aisle 9	Location 7
8	Aisle 10	Location 16
9	Aisle 16	Location 32
10	Aisle 5	Location 44
11	Aisle 19	Location 39
12	Aisle 5	Location 23
13	Aisle 3	Location 29
14	Aisle 13	Location 11
15	Aisle 6	Location 14
16	Aisle 5	Location 20
17	Aisle 1	Location 12
Order 22	number of articles 13
0	Aisle 15	Location 5
1	Aisle 6	Location 35
2	Aisle 6	Location 21
3	Aisle 1	Location 24
4	Aisle 6	Location 42
5	Aisle 19	Location 5
6	Aisle 6	Location 11
7	Aisle 16	Location 15
8	Aisle 9	Location 44
9	Aisle 5	Location 26
10	Aisle 14	Location 35
11	Aisle 14	Location 11
12	Aisle 3	Location 21
Order 23	number of articles 23
0	Aisle 3	Location 28
1	Aisle 7	Location 28
2	Aisle 3	Location 38
3	Aisle 12	Location 2
4	Aisle 16	Location 4
5	Aisle 7	Location 23
6	Aisle 6	Location 20
7	Aisle 5	Location 44
8	Aisle 14	Location 30
9	Aisle 19	Location 14
10	Aisle 19	Location 37
11	Aisle 12	Location 34
12	Aisle 5	Location 27
13	Aisle 0	Location 21
14	Aisle 15	Location 12
15	Aisle 17	Location 34
16	Aisle 8	Location 3
17	Aisle 6	Location 36
18	Aisle 9	Location 42
19	Aisle 7	Location 22
20	Aisle 3	Location 7
21	Aisle 2	Location 12
22	Aisle 13	Location 3
Order 24	number of articles 12
0	Aisle 12	Location 3
1	Aisle 17	Location 18
2	Aisle 9	Location 17
3	Aisle 14	Location 36
4	Aisle 7	Location 26
5	Aisle 5	Location 35
6	Aisle 16	Location 44
7	Aisle 13	Location 15
8	Aisle 3	Location 21
9	Aisle 3	Location 27
10	Aisle 11	Location 6
11	Aisle 17	Location 9
Order 25	number of articles 19
0	Aisle 1	Location 22
1	Aisle 9	Location 30
2	Aisle 8	Location 30
3	Aisle 2	Location 16
4	Aisle 14	Location 43
5	Aisle 8	Location 14
6	Aisle 5	Location 31
7	Aisle 1	Location 35
8	Aisle 13	Location 16
9	Aisle 7	Location 29
10	Aisle 6	Location 18
11	Aisle 3	Location 37
12	Aisle 4	Location 9
13	Aisle 18	Location 26
14	Aisle 6	Location 43
15	Aisle 0	Location 26
16	Aisle 16	Location 2
17	Aisle 7	Location 31
18	Aisle 9	Location 19
Order 26	number of articles 6
0	Aisle 16	Location 13
1	Aisle 7	Location 30
2	Aisle 3	Location 8
3	Aisle 13	Location 34
4	Aisle 9	Location 10
5	Aisle 4	Location 44
Order 27	number of articles 9
0	Aisle 10	Location 1
1	Aisle 11	Location 35
2	Aisle 1	Location 31
3	Aisle 3	Location 18
4	Aisle 8	Location 29
5	Aisle 8	Location 24
6	Aisle 12	Location 18
7	Aisle 11	Location 44
8	Aisle 7	Location 5
Order 28	number of articles 24
0	Aisle 7	Location 0
1	Aisle 12	Location 31
2	Aisle 8	Location 44
3	Aisle 4	Location 23
4	Aisle 6	Location 37
5	Aisle 11	Location 40
6	Aisle 9	Location 21
7	Aisle 2	Location 28
8	Aisle 17	Location 24
9	Aisle 2	Location 36
10	Aisle 15	Location 34
11	Aisle 4	Location 15
12	Aisle 4	Location 42
13	Aisle 11	Location 44
14	Aisle 1	Location 29
15	Aisle 17	Location 20
16	Aisle 18	Location 41
17	Aisle 12	Location 38
18	Aisle 9	Location 39
19	Aisle 6	Location 0
20	Aisle 16	Location 11
21	Aisle 14	Location 3
22	Aisle 1	Location 6
23	Aisle 10	Location 24
Order 29	number of articles 15
0	Aisle 13	Location 3
1	Aisle 12	Location 44
2	Aisle 11	Location 25
3	Aisle 3	Location 36
4	Aisle 7	Location 37
5	Aisle 3	Location 44
6	Aisle 14	Location 16
7	Aisle 18	Location 30
8	Aisle 0	Location 14
9	Aisle 4	Location 13
10	Aisle 2	Location 32
11	Aisle 7	Location 34
12	Aisle 16	Location 38
13	Aisle 13	Location 7
14	Aisle 17	Location 17
Order 30	number of articles 7
0	Aisle 19	Location 28
1	Aisle 6	Location 41
2	Aisle 12	Location 4
3	Aisle 10	Location 39
4	Aisle 18	Location 26
5	Aisle 4	Location 8
6	Aisle 6	Location 1
Order 31	number of articles 7
0	Aisle 12	Location 4
1	Aisle 17	Location 2
2	Aisle 9	Location 5
3	Aisle 15	Location 44
4	Aisle 9	Location 16
5	Aisle 12	Location 1
6	Aisle 0	Location 23
Order 32	number of articles 15
0	Aisle 15	Location 38
1	Aisle 6	Location 39
2	Aisle 3	Location 16
3	Aisle 17	Location 22
4	Aisle 10	Location 14
5	Aisle 16	Location 9
6	Aisle 8	Location 44
7	Aisle 1	Location 13
8	Aisle 4	Location 20
9	Aisle 2	Location 18
10	Aisle 0	Location 18
11	Aisle 7	Location 38
12	Aisle 14	Location 13
13	Aisle 10	Location 36
14	Aisle 13	Location 26
Order 33	number of articles 14
0	Aisle 10	Location 0
1	Aisle 15	Location 10
2	Aisle 7	Location 26
3	Aisle 2	Location 38
4	Aisle 12	Location 7
5	Aisle 10	Location 33
6	Aisle 17	Location 4
7	Aisle 2	Location 28
8	Aisle 15	Location 31
9	Aisle 4	Location 40
10	Aisle 10	Location 18
11	Aisle 19	Location 40
12	Aisle 11	Location 42
13	Aisle 14	Location 39
Order 34	number of articles 9
0	Aisle 9	Location 28
1	Aisle 18	Location 13
2	Aisle 18	Location 15
3	Aisle 9	Location 17
4	Aisle 2	Location 38
5	Aisle 11	Location 42
6	Aisle 18	Location 12
7	Aisle 11	Location 35
8	Aisle 8	Location 8
Order 35	number of articles 22
0	Aisle 13	Location 44
1	Aisle 1	Location 22
2	Aisle 8	Location 44
3	Aisle 3	Location 28
4	Aisle 7	Location 44
5	Aisle 17	Location 9
6	Aisle 0	Location 37
7	Aisle 12	Location 38
8	Aisle 9	Location 26
9	Aisle 0	Location 31
10	Aisle 12	Location 34
11	Aisle 16	Location 7
12	Aisle 7	Location 9
13	Aisle 10	Location 7
14	Aisle 18	Location 40
15	Aisle 0	Location 13
16	Aisle 18	Location 34
17	Aisle 9	Location 37
18	Aisle 4	Location 39
19	Aisle 4	Location 12
20	Aisle 17	Location 0
21	Aisle 11	Location 29
Order 36	number of articles 12
0	Aisle 17	Location 24
1	Aisle 17	Location 33
2	Aisle 12	Location 40
3	Aisle 7	Location 41
4	Aisle 17	Location 11
5	Aisle 9	Location 17
6	Aisle 19	Location 35
7	Aisle 0	Location 3
8	Aisle 16	Location 21
9	Aisle 6	Location 22
10	Aisle 8	Location 20
11	Aisle 4	Location 19
Order 37	number of articles 11
0	Aisle 14	Location 38
1	Aisle 12	Location 9
2	Aisle 15	Location 23
3	Aisle 6	Location 35
4	Aisle 18	Location 5
5	Aisle 8	Location 7
6	Aisle 7	Location 29
7	Aisle 16	Location 20
8	Aisle 12	Location 20
9	Aisle 2	Location 30
10	Aisle 1	Location 14
Order 38	number of articles 8
0	Aisle 2	Location 13
1	Aisle 9	Location 33
2	Aisle 7	Location 43
3	Aisle 17	Location 10
4	Aisle 18	Location 44
5	Aisle 4	Location 26
6	Aisle 14	Location 29
7	Aisle 14	Location 7
Order 39	number of articles 21
0	Aisle 19	Location 33
1	Aisle 4	Location 8
2	Aisle 14	Location 24
3	Aisle 4	Location 36
4	Aisle 9	Location 39
5	Aisle 18	Location 41
6	Aisle 17	Location 13
7	Aisle 16	Location 3
8	Aisle 2	Location 3
9	Aisle 4	Location 24
10	Aisle 14	Location 0
11	Aisle 11	Location 24
12	Aisle 10	Location 44
13	Aisle 1	Location 6
14	Aisle 19	Location 22
15	Aisle 6	Location 9
