Order 0	number of articles 22
0	Aisle 14	Location 35
1	Aisle 15	Location 13
2	Aisle 4	Location 24
3	Aisle 18	Location 11
4	Aisle 17	Location 25
5	Aisle 13	Location 9
6	Aisle 12	Location 42
7	Aisle 8	Location 37
8	Aisle 16	Location 44
9	Aisle 10	Location 44
10	Aisle 4	Location 5
11	Aisle 18	Location 27
12	Aisle 8	Location 4
13	Aisle 9	Location 14
14	Aisle 7	Location 10
15	Aisle 18	Location 17
16	Aisle 14	Location 37
17	Aisle 8	Location 14
18	Aisle 19	Location 41
19	Aisle 2	Location 11
20	Aisle 15	Location 2
21	Aisle 15	Location 20
Order 1	number of articles 23
0	Aisle 6	Location 42
1	Aisle 4	Location 13
2	Aisle 12	Location 2
3	Aisle 10	Location 41
4	Aisle 18	Location 15
5	Aisle 6	Location 35
6	Aisle 16	Location 22
7	Aisle 13	Location 2
8	Aisle 2	Location 22
9	Aisle 4	Location 15
10	Aisle 19	Location 0
11	Aisle 13	Location 30
12	Aisle 12	Location 7
13	Aisle 8	Location 25
14	Aisle 12	Location 44
15	Aisle 15	Location 4
16	Aisle 12	Location 20
17	Aisle 9	Location 0
18	Aisle 8	Location 5
19	Aisle 17	Location 11
20	Aisle 16	Location 38
21	Aisle 13	Location 33
22	Aisle 11	Location 32
Order 2	number of articles 22
0	Aisle 10	Location 4
1	Aisle 7	Location 36
2	Aisle 1	Location 39
3	Aisle 4	Location 20
4	Aisle 8	Location 22
5	Aisle 0	Location 2
6	Aisle 16	Location 8
7	Aisle 19	Location 10
8	Aisle 16	Location 40
9	Aisle 16	Location 2
10	Aisle 6	Location 4
11	Aisle 15	Location 35
12	Aisle 12	Location 11
13	Aisle 14	Location 38
14	Aisle 4	Location 13
15	Aisle 12	Location 38
16	Aisle 19	Location 12
17	Aisle 17	Location 8
18	Aisle 19	Location 0
19	Aisle 2	Location 42
20	Aisle 0	Location 35
21	Aisle 8	Location 13
Order 3	number of articles 18
0	Aisle 4	Location 3
1	Aisle 12	Location 35
2	Aisle 8	Location 43
3	Aisle 6	Location 40
4	Aisle 3	Location 43
5	Aisle 16	Location 17
6	Aisle 9	Location 40
7	Aisle 18	Location 19
8	Aisle 11	Location 29
9	Aisle 12	Location 29
10	Aisle 7	Location 16
11	Aisle 7	Location 38
12	Aisle 17	Location 32
13	Aisle 8	Location 8
14	Aisle 4	Location 23
15	Aisle 9	Location 41
16	Aisle 9	Location 2
17	Aisle 5	Location 6
Order 4	number of articles 19
0	Aisle 10	Location 1
1	Aisle 4	Location 18
2	Aisle 2	Location 21
3	Aisle 11	Location 22
4	Aisle 15	Location 43
5	Aisle 15	Location 16
6	Aisle 18	Location 4
7	Aisle 18	Location 1
8	Aisle 12	Location 11
9	Aisle 14	Location 5
10	Aisle 15	Location 11
11	Aisle 3	Location 39
12	Aisle 8	Location 29
13	Aisle 9	Location 31
14	Aisle 6	Location 44
15	Aisle 8	Location 27
16	Aisle 11	Location 41
17	Aisle 13	Location 19
18	Aisle 17	Location 31
Order 5	number of articles 17
0	Aisle 17	Location 32
1	Aisle 19	Location 34
2	Aisle 9	Location 7
3	Aisle 0	Location 43
4	Aisle 5	Location 28
5	Aisle 12	Location 43
6	Aisle 5	Location 19
7	Aisle 4	Location 30
8	Aisle 15	Location 5
9	Aisle 10	Location 14
10	Aisle 5	Location 23
11	Aisle 0	Location 25
12	Aisle 19	Location 41
13	Aisle 9	Location 41
14	Aisle 14	Location 8
15	Aisle 4	Location 0
16	Aisle 12	Location 42
Order 6	number of articles 6
0	Aisle 4	Location 24
1	Aisle 4	Location 11
2	Aisle 19	Location 39
3	Aisle 13	Location 11
4	Aisle 7	Location 36
5	Aisle 13	Location 21
Order 7	number of articles 22
0	Aisle 11	Location 10
1	Aisle 19	Location 19
2	Aisle 18	Location 17
3	Aisle 19	Location 7
4	Aisle 15	Location 16
5	Aisle 6	Location 41
6	Aisle 19	Location 32
7	Aisle 3	Location 15
8	Aisle 14	Location 0
9	Aisle 14	Location 34
10	Aisle 1	Location 4
11	Aisle 19	Location 29
12	Aisle 19	Location 37
13	Aisle 17	Location 25
14	Aisle 18	Location 42
15	Aisle 3	Location 0
16	Aisle 2	Location 6
17	Aisle 1	Location 27
18	Aisle 0	Location 0
19	Aisle 8	Location 36
20	Aisle 1	Location 6
21	Aisle 18	Location 40
Order 8	number of articles 17
0	Aisle 10	Location 16
1	Aisle 1	Location 39
2	Aisle 6	Location 40
3	Aisle 6	Location 11
4	Aisle 19	Location 14
5	Aisle 3	Location 13
6	Aisle 11	Location 28
7	Aisle 18	Location 16
8	Aisle 17	Location 34
9	Aisle 12	Location 41
10	Aisle 6	Location 41
11	Aisle 16	Location 27
12	Aisle 11	Location 37
13	Aisle 12	Location 8
14	Aisle 17	Location 10
15	Aisle 19	Location 44
16	Aisle 1	Location 6
Order 9	number of articles 12
0	Aisle 5	Location 18
1	Aisle 0	Location 30
2	Aisle 19	Location 12
3	Aisle 3	Location 22
4	Aisle 17	Location 33
5	Aisle 5	Location 23
6	Aisle 15	Location 3
7	Aisle 2	Location 37
8	Aisle 19	Location 16
9	Aisle 14	Location 29
10	Aisle 18	Location 9
11	Aisle 11	Location 11
Order 10	number of articles 18
0	Aisle 1	Location 19
1	Aisle 16	Location 12
2	Aisle 9	Location 38
3	Aisle 6	Location 1
4	Aisle 13	Location 28
5	Aisle 7	Location 9
6	Aisle 6	Location 4
7	Aisle 18	Location 32
8	Aisle 19	Location 26
9	Aisle 10	Location 37
10	Aisle 12	Location 18
11	Aisle 6	Location 35
12	Aisle 19	Location 27
13	Aisle 15	Location 3
14	Aisle 9	Location 43
15	Aisle 12	Location 38
16	Aisle 13	Location 17
17	Aisle 3	Location 22
Order 11	number of articles 16
0	Aisle 7	Location 6
1	Aisle 13	Location 36
2	Aisle 10	Location 37
3	Aisle 13	Location 11
4	Aisle 17	Location 28
5	Aisle 4	Location 43
6	Aisle 5	Location 35
7	Aisle 1	Location 0
8	Aisle 10	Location 36
9	Aisle 8	Location 15
10	Aisle 3	Location 42
11	Aisle 16	Location 23
12	Aisle 7	Location 8
13	Aisle 0	Location 11
14	Aisle 10	Location 11
15	Aisle 8	Location 41
Order 12	number of articles 6
0	Aisle 5	Location 14
1	Aisle 18	Location 26
2	Aisle 2	Location 6
3	Aisle 13	Location 13
4	Aisle 8	Location 37
5	Aisle 12	Location 28
Order 13	number of articles 17
0	Aisle 5	Location 41
1	Aisle 12	Location 39
2	Aisle 14	Location 17
3	Aisle 2	Location 37
4	Aisle 6	Location 26
5	Aisle 3	Location 9
6	Aisle 1	Location 40
7	Aisle 9	Location 42
8	Aisle 17	Location 35
9	Aisle 7	Location 11
10	Aisle 11	Location 11
11	Aisle 12	Location 2
12	Aisle 14	Location 11
13	Aisle 4	Location 17
14	Aisle 15	Location 31
15	Aisle 7	Location 24
16	Aisle 0	Location 16
Order 14	number of articles 14
0	Aisle 3	Location 42
1	Aisle 4	Location 37
2	Aisle 10	Location 7
3	Aisle 4	Location 38
4	Aisle 18	Location 40
5	Aisle 1	Location 12
6	Aisle 19	Location 24
7	Aisle 13	Location 10
8	Aisle 11	Location 26
9	Aisle 6	Location 44
10	Aisle 6	Location 25
11	Aisle 7	Location 19
12	Aisle 9	Location 13
13	Aisle 14	Location 34
Order 15	number of articles 10
0	Aisle 16	Location 8
1	Aisle 17	Location 16
2	Aisle 2	Location 27
3	Aisle 18	Location 40
4	Aisle 11	Location 20
5	Aisle 1	Location 43
6	Aisle 7	Location 18
7	Aisle 13	Location 30
8	Aisle 7	Location 8
9	Aisle 9	Location 31
Order 16	number of articles 19
0	Aisle 3	Location 25
1	Aisle 13	Location 38
2	Aisle 19	Location 44
3	Aisle 11	Location 36
4	Aisle 8	Location 25
5	Aisle 16	Location 32
6	Aisle 9	Location 40
7	Aisle 17	Location 15
8	Aisle 17	Location 7
9	Aisle 0	Location 34
10	Aisle 0	Location 2
11	Aisle 12	Location 29
12	Aisle 4	Location 15
13	Aisle 11	Location 5
14	Aisle 17	Location 2
15	Aisle 3	Location 10
16	Aisle 15	Location 42
17	Aisle 0	Location 1
18	Aisle 5	Location 26
Order 17	number of articles 14
0	Aisle 0	Location 43
1	Aisle 7	Location 33
2	Aisle 15	Location 12
3	Aisle 13	Location 33
4	Aisle 5	Location 23
5	Aisle 1	Location 44
6	Aisle 11	Location 29
7	Aisle 1	Location 33
8	Aisle 15	Location 34
9	Aisle 18	Location 12
10	Aisle 8	Location 17
11	Aisle 10	Location 6
12	Aisle 16	Location 32
13	Aisle 12	Location 27
Order 18	number of articles 24
0	Aisle 9	Location 33
1	Aisle 13	Location 41
2	Aisle 14	Location 17
3	Aisle 16	Location 24
4	Aisle 4	Location 36
5	Aisle 7	Location 18
6	Aisle 15	Location 29
7	Aisle 13	Location 11
8	Aisle 11	Location 8
9	Aisle 2	Location 41
10	Aisle 1	Location 43
11	Aisle 0	Location 27
12	Aisle 13	Location 25
13	Aisle 15	Location 30
14	Aisle 19	Location 7
15	Aisle 16	Location 0
16	Aisle 17	Location 36
17	Aisle 7	Location 2
18	Aisle 7	Location 11
19	Aisle 9	Location 32
20	Aisle 5	Location 13
21	Aisle 8	Location 33
22	Aisle 5	Location 17
23	Aisle 0	Location 21
Order 19	number of articles 17
0	Aisle 9	Location 40
1	Aisle 16	Location 1
2	Aisle 3	Location 10
3	Aisle 14	Location 28
4	Aisle 8	Location 19
5	Aisle 4	Location 39
6	Aisle 18	Location 10
7	Aisle 5	Location 16
8	Aisle 13	Location 6
9	Aisle 8	Location 21
10	Aisle 14	Location 40
11	Aisle 3	Location 5
12	Aisle 9	Location 29
13	Aisle 2	Location 39
14	Aisle 13	Location 36
15	Aisle 3	Location 28
16	Aisle 3	Location 14
Order 20	number of articles 21
0	Aisle 13	Location 28
1	Aisle 3	Location 23
2	Aisle 5	Location 13
3	Aisle 13	Location 41
4	Aisle 17	Location 39
5	Aisle 6	Location 37
6	Aisle 19	Location 24
7	Aisle 4	Location 14
8	Aisle 14	Location 39
9	Aisle 9	Location 42
10	Aisle 13	Location 30
11	Aisle 3	Location 10
12	Aisle 7	Location 41
13	Aisle 18	Location 4
14	Aisle 3	Location 20
15	Aisle 13	Location 18
16	Aisle 14	Location 35
17	Aisle 0	Location 33
18	Aisle 5	Location 38
19	Aisle 15	Location 0
20	Aisle 19	Location 21
Order 21	number of articles 17
0	Aisle 8	Location 11
1	Aisle 10	Location 42
2	Aisle 13	Location 31
3	Aisle 9	Location 13
4	Aisle 9	Location 16
5	Aisle 2	Location 1
6	Aisle 14	Location 23
7	Aisle 18	Location 9
8	Aisle 4	Location 41
9	Aisle 12	Location 6
10	Aisle 9	Location 12
11	Aisle 8	Location 43
12	Aisle 16	Location 20
13	Aisle 17	Location 10
14	Aisle 4	Location 20
15	Aisle 6	Location 37
16	Aisle 7	Location 28
Order 22	number of articles 21
0	Aisle 4	Location 19
1	Aisle 5	Location 13
2	Aisle 10	Location 13
3	Aisle 16	Location 15
4	Aisle 14	Location 18
5	Aisle 15	Location 24
6	Aisle 13	Location 5
7	Aisle 14	Location 14
8	Aisle 10	Location 20
9	Aisle 3	Location 3
10	Aisle 8	Location 14
11	Aisle 8	Location 13
12	Aisle 2	Location 36
13	Aisle 16	Location 25
14	Aisle 18	Location 17
15	Aisle 8	Location 40
16	Aisle 15	Location 6
17	Aisle 15	Location 37
18	Aisle 9	Location 22
19	Aisle 15	Location 36
20	Aisle 16	Location 14
Order 23	number of articles 15
0	Aisle 18	Location 34
1	Aisle 10	Location 14
2	Aisle 8	Location 8
3	Aisle 17	Location 17
4	Aisle 6	Location 12
5	Aisle 16	Location 41
6	Aisle 6	Location 22
7	Aisle 12	Location 17
8	Aisle 6	Location 28
9	Aisle 13	Location 32
10	Aisle 9	Location 24
11	Aisle 11	Location 4
12	Aisle 3	Location 34
13	Aisle 12	Location 34
14	Aisle 1	Location 3
Order 24	number of articles 7
0	Aisle 0	Location 16
1	Aisle 7	Location 22
2	Aisle 9	Location 27
3	Aisle 17	Location 34
4	Aisle 4	Location 19
5	Aisle 2	Location 37
6	Aisle 3	Location 0
Order 25	number of articles 22
0	Aisle 7	Location 14
1	Aisle 9	Location 42
2	Aisle 17	Location 36
3	Aisle 9	Location 6
4	Aisle 17	Location 15
5	Aisle 1	Location 21
6	Aisle 0	Location 39
7	Aisle 11	Location 5
8	Aisle 1	Location 15
9	Aisle 13	Location 36
10	Aisle 0	Location 30
11	Aisle 17	Location 9
12	Aisle 12	Location 37
13	Aisle 1	Location 39
14	Aisle 8	Location 17
15	Aisle 19	Location 34
16	Aisle 16	Location 42
17	Aisle 7	Location 13
18	Aisle 11	Location 33
19	Aisle 19	Location 0
20	Aisle 0	Location 8
21	Aisle 18	Location 41
Order 26	number of articles 18
0	Aisle 4	Location 13
1	Aisle 17	Location 12
2	Aisle 19	Location 13
3	Aisle 4	Location 35
4	Aisle 19	Location 11
5	Aisle 4	Location 7
6	Aisle 4	Location 26
7	Aisle 8	Location 12
8	Aisle 8	Location 24
9	Aisle 5	Location 31
10	Aisle 13	Location 12
11	Aisle 0	Location 11
12	Aisle 7	Location 25
13	Aisle 14	Location 20
14	Aisle 8	Location 6
15	Aisle 16	Location 19
16	Aisle 9	Location 36
17	Aisle 15	Location 38
Order 27	number of articles 17
0	Aisle 0	Location 9
1	Aisle 4	Location 39
2	Aisle 17	Location 24
3	Aisle 16	Location 3
4	Aisle 14	Location 31
5	Aisle 8	Location 4
6	Aisle 7	Location 4
7	Aisle 8	Location 38
8	Aisle 13	Location 3
9	Aisle 13	Location 27
10	Aisle 17	Location 38
11	Aisle 6	Location 38
12	Aisle 15	Location 25
13	Aisle 1	Location 19
14	Aisle 5	Location 11
15	Aisle 15	Location 43
16	Aisle 1	Location 43
Order 28	number of articles 21
0	Aisle 4	Location 32
1	Aisle 14	Location 8
2	Aisle 4	Location 12
3	Aisle 7	Location 14
4	Aisle 5	Location 15
5	Aisle 18	Location 33
6	Aisle 12	Location 43
7	Aisle 1	Location 41
8	Aisle 14	Location 10
9	Aisle 9	Location 39
10	Aisle 8	Location 8
11	Aisle 19	Location 2
12	Aisle 3	Location 27
13	Aisle 10	Location 8
14	Aisle 6	Location 4
15	Aisle 6	Location 5
16	Aisle 16	Location 22
17	Aisle 5	Location 2
18	Aisle 15	Location 29
19	Aisle 9	Location 44
20	Aisle 4	Location 25
Order 29	number of articles 11
0	Aisle 4	Location 34
1	Aisle 16	Location 16
2	Aisle 7	Location 12
3	Aisle 11	Location 40
4	Aisle 10	Location 8
5	Aisle 3	Location 21
6	Aisle 15	Location 16
