Order 0	number of articles 10
0	Aisle 1	Location 26
1	Aisle 5	Location 32
2	Aisle 17	Location 41
3	Aisle 7	Location 24
4	Aisle 14	Location 6
5	Aisle 8	Location 3
6	Aisle 17	Location 28
7	Aisle 13	Location 36
8	Aisle 17	Location 20
9	Aisle 15	Location 28
Order 1	number of articles 23
0	Aisle 1	Location 7
1	Aisle 3	Location 11
2	Aisle 5	Location 27
3	Aisle 17	Location 38
4	Aisle 13	Location 3
5	Aisle 12	Location 18
6	Aisle 3	Location 0
7	Aisle 5	Location 39
8	Aisle 15	Location 12
9	Aisle 13	Location 6
10	Aisle 2	Location 19
11	Aisle 16	Location 15
12	Aisle 9	Location 0
13	Aisle 19	Location 32
14	Aisle 1	Location 40
15	Aisle 8	Location 0
16	Aisle 17	Location 30
17	Aisle 5	Location 31
18	Aisle 15	Location 25
19	Aisle 3	Location 12
20	Aisle 14	Location 21
21	Aisle 16	Location 4
22	Aisle 6	Location 7
Order 2	number of articles 15
0	Aisle 7	Location 21
1	Aisle 1	Location 41
2	Aisle 17	Location 16
3	Aisle 0	Location 29
4	Aisle 1	Location 28
5	Aisle 8	Location 32
6	Aisle 2	Location 36
7	Aisle 16	Location 41
8	Aisle 2	Location 43
9	Aisle 14	Location 31
10	Aisle 4	Location 43
11	Aisle 17	Location 44
12	Aisle 6	Location 44
13	Aisle 8	Location 21
14	Aisle 1	Location 0
Order 3	number of articles 21
0	Aisle 0	Location 33
1	Aisle 5	Location 39
2	Aisle 8	Location 6
3	Aisle 1	Location 14
4	Aisle 17	Location 20
5	Aisle 4	Location 3
6	Aisle 11	Location 40
7	Aisle 15	Location 36
8	Aisle 3	Location 11
9	Aisle 4	Location 19
10	Aisle 1	Location 7
11	Aisle 3	Location 26
12	Aisle 4	Location 6
13	Aisle 6	Location 42
14	Aisle 6	Location 36
15	Aisle 8	Location 12
16	Aisle 18	Location 3
17	Aisle 4	Location 24
18	Aisle 18	Location 31
19	Aisle 19	Location 2
20	Aisle 7	Location 31
Order 4	number of articles 13
0	Aisle 1	Location 40
1	Aisle 16	Location 5
2	Aisle 16	Location 7
3	Aisle 13	Location 9
4	Aisle 5	Location 23
5	Aisle 14	Location 8
6	Aisle 9	Location 42
7	Aisle 3	Location 31
8	Aisle 4	Location 30
9	Aisle 5	Location 38
10	Aisle 14	Location 9
11	Aisle 15	Location 43
12	Aisle 15	Location 32
Order 5	number of articles 22
0	Aisle 0	Location 41
1	Aisle 4	Location 18
2	Aisle 2	Location 41
3	Aisle 5	Location 42
4	Aisle 3	Location 41
5	Aisle 10	Location 10
6	Aisle 16	Location 44
7	Aisle 11	Location 25
8	Aisle 13	Location 3
9	Aisle 10	Location 11
10	Aisle 10	Location 1
11	Aisle 5	Location 17
12	Aisle 13	Location 2
13	Aisle 1	Location 37
14	Aisle 4	Location 0
15	Aisle 19	Location 25
16	Aisle 11	Location 8
17	Aisle 1	Location 0
18	Aisle 14	Location 32
19	Aisle 13	Location 31
20	Aisle 14	Location 16
21	Aisle 8	Location 10
Order 6	number of articles 14
0	Aisle 10	Location 21
1	Aisle 5	Location 14
2	Aisle 15	Location 6
3	Aisle 4	Location 27
4	Aisle 19	Location 22
5	Aisle 6	Location 14
6	Aisle 14	Location 14
7	Aisle 17	Location 29
8	Aisle 19	Location 26
9	Aisle 12	Location 18
10	Aisle 5	Location 17
11	Aisle 3	Location 16
12	Aisle 4	Location 28
13	Aisle 5	Location 12
Order 7	number of articles 14
0	Aisle 12	Location 20
1	Aisle 8	Location 10
2	Aisle 9	Location 24
3	Aisle 17	Location 17
4	Aisle 8	Location 36
5	Aisle 19	Location 40
6	Aisle 6	Location 25
7	Aisle 7	Location 13
8	Aisle 9	Location 1
9	Aisle 6	Location 21
10	Aisle 19	Location 0
11	Aisle 5	Location 29
12	Aisle 6	Location 15
13	Aisle 12	Location 2
Order 8	number of articles 6
0	Aisle 7	Location 20
1	Aisle 12	Location 44
2	Aisle 10	Location 13
3	Aisle 11	Location 34
4	Aisle 11	Location 39
5	Aisle 0	Location 28
Order 9	number of articles 5
0	Aisle 9	Location 19
1	Aisle 14	Location 43
2	Aisle 16	Location 20
3	Aisle 2	Location 11
4	Aisle 17	Location 34
Order 10	number of articles 20
0	Aisle 18	Location 16
1	Aisle 13	Location 20
2	Aisle 3	Location 41
3	Aisle 2	Location 15
4	Aisle 11	Location 11
5	Aisle 9	Location 37
6	Aisle 7	Location 41
7	Aisle 4	Location 16
8	Aisle 16	Location 26
9	Aisle 0	Location 22
10	Aisle 19	Location 14
11	Aisle 13	Location 39
12	Aisle 18	Location 33
13	Aisle 2	Location 35
14	Aisle 5	Location 5
15	Aisle 3	Location 22
16	Aisle 19	Location 32
17	Aisle 10	Location 16
18	Aisle 10	Location 26
19	Aisle 14	Location 17
Order 11	number of articles 20
0	Aisle 16	Location 33
1	Aisle 3	Location 27
2	Aisle 5	Location 27
3	Aisle 8	Location 9
4	Aisle 1	Location 1
5	Aisle 18	Location 23
6	Aisle 6	Location 36
7	Aisle 6	Location 16
8	Aisle 6	Location 17
9	Aisle 15	Location 39
10	Aisle 5	Location 5
11	Aisle 16	Location 20
12	Aisle 18	Location 31
13	Aisle 19	Location 14
14	Aisle 10	Location 16
