Order 0	number of articles 13
0	Aisle 15	Location 1
1	Aisle 7	Location 37
2	Aisle 13	Location 13
3	Aisle 16	Location 23
4	Aisle 16	Location 32
5	Aisle 17	Location 44
6	Aisle 9	Location 17
7	Aisle 11	Location 20
8	Aisle 19	Location 26
9	Aisle 4	Location 0
10	Aisle 1	Location 20
11	Aisle 2	Location 22
12	Aisle 6	Location 28
Order 1	number of articles 11
0	Aisle 2	Location 34
1	Aisle 6	Location 14
2	Aisle 2	Location 20
3	Aisle 7	Location 30
4	Aisle 15	Location 10
5	Aisle 15	Location 20
6	Aisle 2	Location 32
7	Aisle 11	Location 28
8	Aisle 1	Location 16
9	Aisle 11	Location 14
10	Aisle 18	Location 44
Order 2	number of articles 18
0	Aisle 10	Location 37
1	Aisle 5	Location 21
2	Aisle 2	Location 44
3	Aisle 1	Location 11
4	Aisle 0	Location 35
5	Aisle 0	Location 18
6	Aisle 11	Location 43
7	Aisle 10	Location 39
8	Aisle 14	Location 24
9	Aisle 11	Location 28
10	Aisle 3	Location 33
11	Aisle 18	Location 41
12	Aisle 16	Location 28
13	Aisle 12	Location 16
14	Aisle 16	Location 30
15	Aisle 16	Location 33
16	Aisle 2	Location 8
17	Aisle 16	Location 2
Order 3	number of articles 14
0	Aisle 14	Location 26
1	Aisle 6	Location 31
2	Aisle 17	Location 9
3	Aisle 8	Location 15
4	Aisle 9	Location 29
5	Aisle 12	Location 27
6	Aisle 3	Location 10
7	Aisle 9	Location 22
8	Aisle 11	Location 43
9	Aisle 10	Location 1
10	Aisle 0	Location 37
11	Aisle 10	Location 44
12	Aisle 0	Location 1
13	Aisle 10	Location 37
Order 4	number of articles 15
0	Aisle 13	Location 40
1	Aisle 9	Location 19
2	Aisle 0	Location 14
3	Aisle 14	Location 14
4	Aisle 16	Location 14
5	Aisle 14	Location 17
6	Aisle 2	Location 15
7	Aisle 5	Location 16
8	Aisle 15	Location 42
9	Aisle 3	Location 23
10	Aisle 16	Location 19
11	Aisle 2	Location 27
12	Aisle 5	Location 26
13	Aisle 17	Location 41
14	Aisle 0	Location 10
Order 5	number of articles 8
0	Aisle 10	Location 9
1	Aisle 12	Location 33
2	Aisle 6	Location 24
3	Aisle 6	Location 34
4	Aisle 12	Location 12
5	Aisle 4	Location 2
6	Aisle 1	Location 36
7	Aisle 13	Location 38
Order 6	number of articles 15
0	Aisle 19	Location 6
1	Aisle 6	Location 19
2	Aisle 11	Location 14
3	Aisle 10	Location 28
4	Aisle 9	Location 34
5	Aisle 2	Location 44
6	Aisle 15	Location 24
7	Aisle 4	Location 44
8	Aisle 12	Location 44
9	Aisle 10	Location 38
10	Aisle 3	Location 26
11	Aisle 2	Location 21
12	Aisle 8	Location 22
13	Aisle 0	Location 28
14	Aisle 9	Location 37
Order 7	number of articles 7
0	Aisle 7	Location 11
1	Aisle 2	Location 23
2	Aisle 2	Location 8
3	Aisle 15	Location 6
4	Aisle 17	Location 6
5	Aisle 15	Location 36
6	Aisle 16	Location 18
Order 8	number of articles 5
0	Aisle 11	Location 4
1	Aisle 1	Location 31
2	Aisle 9	Location 29
3	Aisle 1	Location 42
4	Aisle 8	Location 15
Order 9	number of articles 12
0	Aisle 5	Location 38
1	Aisle 15	Location 1
2	Aisle 13	Location 34
3	Aisle 7	Location 11
4	Aisle 3	Location 10
5	Aisle 4	Location 13
6	Aisle 0	Location 3
7	Aisle 9	Location 19
8	Aisle 2	Location 39
9	Aisle 19	Location 25
10	Aisle 5	Location 23
11	Aisle 19	Location 19
Order 10	number of articles 16
0	Aisle 13	Location 6
1	Aisle 0	Location 32
2	Aisle 3	Location 43
3	Aisle 16	Location 13
4	Aisle 16	Location 18
5	Aisle 3	Location 6
6	Aisle 10	Location 41
7	Aisle 11	Location 19
8	Aisle 7	Location 24
9	Aisle 12	Location 9
10	Aisle 18	Location 26
11	Aisle 5	Location 16
12	Aisle 11	Location 43
13	Aisle 4	Location 5
14	Aisle 6	Location 32
15	Aisle 4	Location 25
Order 11	number of articles 10
0	Aisle 9	Location 13
1	Aisle 10	Location 3
2	Aisle 9	Location 24
3	Aisle 11	Location 20
4	Aisle 6	Location 41
5	Aisle 0	Location 5
6	Aisle 14	Location 9
7	Aisle 16	Location 23
8	Aisle 8	Location 42
9	Aisle 10	Location 24
Order 12	number of articles 23
0	Aisle 11	Location 10
1	Aisle 6	Location 29
2	Aisle 8	Location 4
3	Aisle 10	Location 18
4	Aisle 18	Location 36
5	Aisle 4	Location 2
6	Aisle 13	Location 16
7	Aisle 12	Location 22
8	Aisle 0	Location 6
9	Aisle 11	Location 14
10	Aisle 15	Location 40
11	Aisle 18	Location 11
12	Aisle 1	Location 41
13	Aisle 3	Location 29
14	Aisle 7	Location 5
15	Aisle 15	Location 30
16	Aisle 1	Location 4
17	Aisle 4	Location 19
18	Aisle 1	Location 11
19	Aisle 13	Location 32
20	Aisle 2	Location 32
21	Aisle 18	Location 9
22	Aisle 14	Location 18
Order 13	number of articles 22
0	Aisle 13	Location 6
1	Aisle 11	Location 16
2	Aisle 2	Location 12
3	Aisle 16	Location 18
4	Aisle 9	Location 21
5	Aisle 5	Location 37
6	Aisle 12	Location 41
7	Aisle 2	Location 27
8	Aisle 0	Location 39
9	Aisle 0	Location 4
10	Aisle 7	Location 3
11	Aisle 4	Location 43
12	Aisle 2	Location 39
13	Aisle 18	Location 25
14	Aisle 4	Location 25
15	Aisle 17	Location 40
16	Aisle 4	Location 35
17	Aisle 14	Location 25
18	Aisle 18	Location 30
19	Aisle 2	Location 11
20	Aisle 16	Location 4
21	Aisle 5	Location 8
Order 14	number of articles 16
0	Aisle 12	Location 18
1	Aisle 12	Location 42
2	Aisle 1	Location 36
3	Aisle 17	Location 2
4	Aisle 10	Location 16
5	Aisle 2	Location 29
6	Aisle 19	Location 40
7	Aisle 12	Location 12
8	Aisle 18	Location 6
9	Aisle 14	Location 0
10	Aisle 14	Location 44
11	Aisle 0	Location 26
12	Aisle 7	Location 26
13	Aisle 3	Location 43
14	Aisle 4	Location 18
15	Aisle 10	Location 18
Order 15	number of articles 23
0	Aisle 10	Location 36
1	Aisle 14	Location 0
2	Aisle 18	Location 15
3	Aisle 4	Location 5
4	Aisle 18	Location 27
5	Aisle 16	Location 22
6	Aisle 7	Location 32
7	Aisle 0	Location 28
8	Aisle 15	Location 2
9	Aisle 2	Location 30
10	Aisle 0	Location 42
11	Aisle 16	Location 6
12	Aisle 9	Location 14
13	Aisle 15	Location 28
14	Aisle 9	Location 6
15	Aisle 17	Location 37
16	Aisle 11	Location 40
17	Aisle 8	Location 10
18	Aisle 5	Location 41
19	Aisle 6	Location 42
20	Aisle 19	Location 31
21	Aisle 16	Location 3
22	Aisle 12	Location 16
Order 16	number of articles 7
0	Aisle 6	Location 28
1	Aisle 5	Location 9
2	Aisle 1	Location 26
3	Aisle 10	Location 7
4	Aisle 9	Location 40
5	Aisle 3	Location 42
6	Aisle 4	Location 41
Order 17	number of articles 22
0	Aisle 16	Location 38
1	Aisle 4	Location 3
2	Aisle 11	Location 26
3	Aisle 9	Location 23
4	Aisle 7	Location 15
5	Aisle 17	Location 4
6	Aisle 3	Location 5
7	Aisle 5	Location 42
8	Aisle 2	Location 36
9	Aisle 16	Location 15
10	Aisle 14	Location 13
11	Aisle 0	Location 42
12	Aisle 14	Location 40
13	Aisle 19	Location 20
14	Aisle 11	Location 12
15	Aisle 11	Location 25
16	Aisle 18	Location 7
17	Aisle 3	Location 32
18	Aisle 3	Location 16
19	Aisle 6	Location 43
20	Aisle 17	Location 0
21	Aisle 17	Location 34
Order 18	number of articles 15
0	Aisle 6	Location 31
1	Aisle 12	Location 30
2	Aisle 2	Location 12
3	Aisle 12	Location 13
4	Aisle 3	Location 38
5	Aisle 16	Location 22
6	Aisle 1	Location 33
7	Aisle 6	Location 4
8	Aisle 11	Location 28
9	Aisle 19	Location 10
10	Aisle 5	Location 9
11	Aisle 2	Location 43
12	Aisle 2	Location 24
13	Aisle 8	Location 21
14	Aisle 12	Location 26
Order 19	number of articles 13
0	Aisle 7	Location 0
1	Aisle 17	Location 44
2	Aisle 4	Location 2
3	Aisle 17	Location 34
4	Aisle 13	Location 11
5	Aisle 12	Location 33
6	Aisle 15	Location 30
7	Aisle 9	Location 3
8	Aisle 9	Location 36
9	Aisle 4	Location 16
10	Aisle 15	Location 1
11	Aisle 9	Location 32
12	Aisle 16	Location 38
Order 20	number of articles 20
0	Aisle 16	Location 24
1	Aisle 1	Location 2
2	Aisle 18	Location 31
3	Aisle 2	Location 35
4	Aisle 9	Location 31
5	Aisle 3	Location 10
6	Aisle 15	Location 7
7	Aisle 6	Location 31
8	Aisle 8	Location 24
9	Aisle 4	Location 19
10	Aisle 6	Location 37
11	Aisle 14	Location 20
12	Aisle 16	Location 0
13	Aisle 18	Location 13
14	Aisle 15	Location 13
15	Aisle 11	Location 3
16	Aisle 19	Location 8
17	Aisle 3	Location 30
18	Aisle 10	Location 37
19	Aisle 6	Location 36
Order 21	number of articles 12
0	Aisle 12	Location 4
1	Aisle 14	Location 36
2	Aisle 11	Location 42
3	Aisle 13	Location 17
4	Aisle 12	Location 28
5	Aisle 3	Location 39
6	Aisle 9	Location 31
7	Aisle 18	Location 10
8	Aisle 15	Location 0
9	Aisle 6	Location 16
10	Aisle 3	Location 32
11	Aisle 7	Location 17
Order 22	number of articles 24
0	Aisle 3	Location 44
1	Aisle 10	Location 9
2	Aisle 7	Location 10
3	Aisle 0	Location 19
4	Aisle 6	Location 34
5	Aisle 19	Location 33
6	Aisle 1	Location 35
7	Aisle 8	Location 0
8	Aisle 17	Location 44
9	Aisle 14	Location 26
10	Aisle 6	Location 41
11	Aisle 12	Location 37
12	Aisle 6	Location 44
13	Aisle 14	Location 2
14	Aisle 17	Location 33
15	Aisle 12	Location 16
16	Aisle 4	Location 29
17	Aisle 1	Location 36
18	Aisle 6	Location 26
19	Aisle 6	Location 27
20	Aisle 1	Location 21
21	Aisle 6	Location 20
22	Aisle 12	Location 39
23	Aisle 18	Location 24
Order 23	number of articles 21
0	Aisle 2	Location 22
1	Aisle 18	Location 6
2	Aisle 5	Location 26
3	Aisle 11	Location 8
4	Aisle 1	Location 43
5	Aisle 18	Location 40
6	Aisle 6	Location 9
7	Aisle 14	Location 8
8	Aisle 7	Location 29
9	Aisle 5	Location 17
10	Aisle 16	Location 36
11	Aisle 3	Location 9
12	Aisle 7	Location 28
13	Aisle 1	Location 32
14	Aisle 0	Location 11
15	Aisle 17	Location 37
16	Aisle 19	Location 28
17	Aisle 6	Location 28
18	Aisle 3	Location 12
19	Aisle 10	Location 4
20	Aisle 4	Location 25
Order 24	number of articles 8
0	Aisle 15	Location 0
1	Aisle 17	Location 2
2	Aisle 8	Location 3
3	Aisle 10	Location 33
4	Aisle 10	Location 3
5	Aisle 11	Location 14
6	Aisle 16	Location 31
7	Aisle 14	Location 40
Order 25	number of articles 13
0	Aisle 8	Location 28
1	Aisle 11	Location 28
2	Aisle 19	Location 40
3	Aisle 7	Location 35
4	Aisle 7	Location 6
5	Aisle 10	Location 20
6	Aisle 17	Location 17
7	Aisle 0	Location 0
8	Aisle 13	Location 11
9	Aisle 6	Location 9
10	Aisle 7	Location 9
11	Aisle 7	Location 15
12	Aisle 13	Location 37
Order 26	number of articles 11
0	Aisle 15	Location 11
1	Aisle 17	Location 18
